movie_id,title,year,genres,overview,source,status
86,White Squall (1996),1996,Adventure|Drama,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
87,Dunston Checks In (1996),1996,Children's|Comedy,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
88,Black Sheep (1996),1996,Comedy,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
89,Nick of Time (1995),1995,Action|Thriller,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
90,"Journey of August King, The (1995)",1995,Drama,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
92,Mary Reilly (1996),1996,Drama|Thriller,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
93,Vampire in Brooklyn (1995),1995,Comedy|Romance,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
94,Beautiful Girls (1996),1996,Drama,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
95,Broken Arrow (1996),1996,Action|Thriller,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
96,In the Bleak Midwinter (1995),1995,Comedy,"Kenneth Branagh’s romantic comedy about an out-of-work actor who mounts a small-town Christmas production of Hamlet to help save a local church, bringing together a motley troupe of performers.",https://en.wikipedia.org/wiki/In_the_Bleak_Midwinter_%28film%29,found
97,"Hate (Haine, La) (1995)",1995,Drama,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
98,Shopping (1994),1994,Action|Thriller,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
99,Heidi Fleiss: Hollywood Madam (1995),1995,Documentary,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
100,City Hall (1996),1996,Drama|Thriller,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
101,Bottle Rocket (1996),1996,Comedy,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
102,Mr. Wrong (1996),1996,Comedy,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
103,Unforgettable (1996),1996,Thriller,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
104,Happy Gilmore (1996),1996,Comedy,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
105,"Bridges of Madison County, The (1995)",1995,Drama|Romance,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
106,Nobody Loves Me (Keiner liebt mich) (1994),1994,Comedy|Drama,"A German comedy-drama about Fanny Fink, nearing 30 and desperate for love, whose life changes after meeting the enigmatic Orfeo.",https://en.wikipedia.org/wiki/Nobody_Loves_Me_%28film%29,found
107,Muppet Treasure Island (1996),1996,Adventure|Children's|Comedy|Musical,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
